,_id,similarity_scores
129,129,"[(129, 1.0), (74, 0.8061439), (856, 0.7988661), (784, 0.7683531), (510, 0.76547444), (782, 0.7637178), (746, 0.7622669), (28, 0.76200485), (930, 0.76143825), (777, 0.75922537)]"
130,130,"[(130, 1.0), (788, 0.64578915), (216, 0.6420469), (291, 0.63673466), (974, 0.63069075), (820, 0.62750304), (319, 0.6272149), (142, 0.6247771), (903, 0.62057793), (11, 0.6174388)]"
131,131,"[(131, 0.9999999), (205, 0.6731304), (467, 0.62979627), (711, 0.61992455), (384, 0.6129549), (589, 0.6129443), (869, 0.61119586), (327, 0.6087395), (38, 0.6074316), (970, 0.6056307)]"
132,132,"[(132, 0.9999999), (607, 0.86027217), (961, 0.8064222), (759, 0.8049854), (444, 0.7964976), (211, 0.79442096), (563, 0.7935715), (696, 0.7920165), (918, 0.79179776), (897, 0.790142)]"
133,133,"[(133, 1.0), (283, 0.7928982), (768, 0.7835505), (162, 0.76904297), (27, 0.7642839), (663, 0.7583645), (693, 0.7545927), (951, 0.7496532), (448, 0.7396022), (25, 0.7387964)]"
134,134,"[(134, 1.0000002), (201, 0.6974598), (124, 0.69446105), (974, 0.6638835), (176, 0.6615278), (331, 0.65917933), (578, 0.65314305), (139, 0.64844483), (238, 0.64547783), (267, 0.640092)]"
135,135,"[(135, 0.9999999), (576, 0.7659861), (819, 0.73677087), (639, 0.7209028), (596, 0.70319986), (26, 0.70252764), (395, 0.6931462), (704, 0.6882339), (698, 0.6849542), (935, 0.6823273)]"
136,136,"[(136, 1.0000002), (87, 0.9481434), (55, 0.80634403), (294, 0.7929837), (263, 0.79298353), (201, 0.7837634), (888, 0.7771419), (880, 0.7728448), (382, 0.76655793), (194, 0.76148605)]"
137,137,"[(137, 0.9999999), (429, 0.76297677), (220, 0.7625135), (897, 0.7599848), (620, 0.73655623), (588, 0.7350545), (813, 0.73441005), (528, 0.73147947), (714, 0.7230639), (956, 0.72258973)]"
138,138,"[(138, 1.0), (544, 0.73296195), (278, 0.7277964), (812, 0.72668165), (721, 0.7242042), (709, 0.7214472), (422, 0.7205689), (689, 0.72036994), (895, 0.71656096), (406, 0.7127006)]"
139,139,"[(139, 0.99999994), (134, 0.64844483), (233, 0.63443005), (507, 0.6341194), (124, 0.63112205), (149, 0.6289475), (411, 0.6284152), (610, 0.62720865), (352, 0.62267005), (30, 0.61610407)]"
140,140,"[(140, 0.9999998), (509, 0.78357685), (895, 0.76288426), (431, 0.7620948), (331, 0.7562447), (462, 0.7468554), (369, 0.7468113), (983, 0.74115765), (173, 0.74060833), (519, 0.74053764)]"
141,141,"[(141, 1.0000002), (636, 0.7854561), (197, 0.78003675), (973, 0.7746859), (926, 0.7685566), (53, 0.7646402), (960, 0.75687665), (363, 0.75184244), (201, 0.7500529), (257, 0.7480085)]"
142,142,"[(142, 1.0), (331, 0.72252035), (739, 0.7105987), (917, 0.7054312), (340, 0.69819146), (449, 0.6919022), (579, 0.6906799), (373, 0.68992823), (537, 0.68224514), (163, 0.6763482)]"
143,143,"[(143, 0.99999964), (670, 0.82721025), (989, 0.8087691), (726, 0.7820395), (448, 0.77335334), (224, 0.7721648), (388, 0.76955616), (455, 0.7691557), (495, 0.7677112), (752, 0.75904024)]"
144,144,"[(144, 1.0000001), (614, 0.87208295), (373, 0.7989805), (926, 0.7910764), (279, 0.780455), (896, 0.77571744), (894, 0.76912546), (788, 0.7632116), (578, 0.76145744), (201, 0.7579563)]"
145,145,"[(145, 0.9999999), (162, 0.80270946), (663, 0.7885314), (899, 0.78805673), (834, 0.7725164), (680, 0.7687334), (25, 0.76363754), (463, 0.76175994), (241, 0.7600174), (177, 0.7597077)]"
146,146,"[(146, 1.0000002), (249, 0.7387692), (242, 0.7326788), (750, 0.71311605), (598, 0.6983503), (650, 0.69774973), (984, 0.6971128), (395, 0.693601), (101, 0.6934241), (633, 0.6801206)]"
147,147,"[(147, 0.99999994), (953, 0.77339137), (560, 0.7529335), (308, 0.7470801), (368, 0.74673176), (335, 0.7439838), (921, 0.7429556), (527, 0.73950726), (1, 0.7317968), (718, 0.73168355)]"
148,148,"[(148, 1.0), (613, 0.651893), (234, 0.634454), (310, 0.62340635), (355, 0.61968523), (956, 0.61702937), (771, 0.6061447), (563, 0.5988837), (57, 0.5955005), (298, 0.5916976)]"
149,149,"[(149, 0.99999994), (331, 0.7347512), (372, 0.71159416), (709, 0.707964), (233, 0.7010196), (140, 0.6956847), (70, 0.69305617), (30, 0.68950415), (468, 0.6872782), (649, 0.68585736)]"
150,150,"[(150, 1.0000001), (475, 0.7101903), (640, 0.7094014), (284, 0.7079531), (812, 0.7013762), (158, 0.700951), (178, 0.69867337), (159, 0.6965338), (455, 0.695178), (376, 0.69081986)]"
151,151,"[(151, 1.0000002), (516, 0.73821086), (973, 0.7125624), (986, 0.70118153), (633, 0.6964983), (213, 0.6878375), (576, 0.6777717), (398, 0.67637783), (225, 0.67323923), (891, 0.67298764)]"
152,152,"[(152, 0.9999999), (223, 0.81598604), (444, 0.7885879), (369, 0.77500093), (582, 0.7746804), (522, 0.7700294), (326, 0.75641966), (559, 0.75474954), (758, 0.7546756), (751, 0.74627477)]"
153,153,"[(153, 1.0), (384, 0.67061985), (551, 0.66687614), (761, 0.66512764), (585, 0.65595746), (42, 0.6537234), (672, 0.6522441), (492, 0.6495325), (90, 0.64849365), (640, 0.6380834)]"
154,154,"[(154, 1.0), (785, 0.732644), (158, 0.71982574), (948, 0.70226467), (51, 0.70088357), (374, 0.69553673), (54, 0.683871), (859, 0.6832236), (813, 0.67949903), (398, 0.6780647)]"
155,155,"[(155, 1.0000002), (2, 0.81350625), (979, 0.7568105), (63, 0.75186247), (665, 0.7485684), (181, 0.73735803), (337, 0.73504424), (666, 0.7329073), (527, 0.7313349), (55, 0.73080444)]"
156,156,"[(156, 0.99999976), (891, 0.74059725), (735, 0.7254851), (417, 0.725209), (974, 0.7090124), (467, 0.702701), (471, 0.6979537), (984, 0.6943227), (532, 0.6921932), (384, 0.684929)]"
157,157,"[(157, 1.0000002), (315, 0.7234402), (179, 0.71792674), (445, 0.70348686), (7, 0.69592017), (182, 0.6803942), (784, 0.6648804), (573, 0.65584886), (71, 0.6518835), (282, 0.63415337)]"
158,158,"[(158, 0.99999976), (504, 0.8300122), (455, 0.81357634), (758, 0.8028604), (759, 0.78976536), (386, 0.7893777), (859, 0.780758), (700, 0.77111703), (332, 0.7704091), (293, 0.7688916)]"
159,159,"[(159, 1.0), (14, 0.80271983), (655, 0.7283237), (338, 0.72634006), (843, 0.7166578), (906, 0.7157277), (953, 0.7128605), (194, 0.70971125), (560, 0.7054313), (243, 0.70409656)]"
160,160,"[(160, 1.0), (377, 0.75163144), (655, 0.73379385), (88, 0.7205609), (136, 0.70839703), (880, 0.7080245), (926, 0.7073652), (201, 0.70289886), (354, 0.69886965), (69, 0.696842)]"
161,161,"[(161, 1.0000001), (165, 0.84203744), (431, 0.8106048), (569, 0.80910033), (96, 0.8047675), (6, 0.79848355), (520, 0.7984632), (33, 0.7946912), (111, 0.7919634), (308, 0.78886265)]"
162,162,"[(162, 1.0000001), (27, 0.85636526), (283, 0.8561121), (665, 0.82533264), (666, 0.81494325), (145, 0.80270946), (853, 0.8018813), (849, 0.79753137), (375, 0.78672194), (809, 0.78530407)]"
163,163,"[(163, 0.9999999), (241, 0.79812455), (68, 0.7735138), (340, 0.7634865), (71, 0.7457987), (989, 0.74497354), (941, 0.74454784), (177, 0.7434509), (615, 0.7391739), (844, 0.7344121)]"
164,164,"[(164, 1.0000001), (416, 0.8863332), (103, 0.84693474), (921, 0.8347545), (308, 0.8255366), (194, 0.8140959), (55, 0.80125326), (666, 0.79139096), (814, 0.78964674), (849, 0.78815246)]"
165,165,"[(165, 0.99999994), (161, 0.84203744), (980, 0.8264314), (520, 0.82244134), (718, 0.8212692), (953, 0.81802595), (431, 0.8159428), (368, 0.8140318), (361, 0.8099159), (96, 0.80838156)]"
166,166,"[(166, 1.0), (906, 0.8733393), (843, 0.8237597), (255, 0.8065288), (504, 0.79997456), (547, 0.78697467), (440, 0.7834157), (487, 0.7830132), (210, 0.7778916), (702, 0.77681684)]"
167,167,"[(167, 0.99999994), (896, 0.73788023), (391, 0.7368676), (495, 0.7318554), (532, 0.72826374), (926, 0.7250838), (726, 0.7191042), (224, 0.7188697), (143, 0.71429026), (659, 0.7110181)]"
168,168,"[(168, 1.0), (72, 0.86745036), (417, 0.81515545), (40, 0.80590826), (493, 0.7913718), (226, 0.7820847), (999, 0.77736855), (225, 0.7762872), (70, 0.7755459), (578, 0.7682773)]"
169,169,"[(169, 0.9999999), (718, 0.7994851), (906, 0.79937017), (474, 0.7929473), (165, 0.78902197), (708, 0.7781098), (569, 0.7720081), (423, 0.7673054), (520, 0.752042), (243, 0.7491869)]"
170,170,"[(170, 0.99999976), (741, 0.75455475), (728, 0.7456751), (672, 0.7254732), (971, 0.7177663), (585, 0.70359457), (380, 0.7000396), (429, 0.6991869), (332, 0.69226146), (23, 0.6906756)]"
171,171,"[(171, 1.0), (308, 0.7737219), (633, 0.77341276), (49, 0.7732712), (73, 0.77180666), (520, 0.7676391), (895, 0.76706064), (555, 0.76567626), (111, 0.7646916), (710, 0.76357764)]"
172,172,"[(172, 0.9999999), (351, 0.80733466), (294, 0.7944683), (412, 0.79278827), (1, 0.7746029), (661, 0.7583935), (812, 0.7553367), (674, 0.7548685), (455, 0.7522719), (377, 0.75170684)]"
173,173,"[(173, 1.0), (952, 0.77863324), (96, 0.7650763), (718, 0.74361193), (983, 0.7420895), (140, 0.74060833), (431, 0.740418), (57, 0.7356928), (848, 0.7303208), (614, 0.7302594)]"
174,174,"[(174, 1.0), (643, 0.64531934), (134, 0.62891567), (920, 0.6126306), (117, 0.60316783), (919, 0.5838988), (942, 0.583537), (248, 0.58281815), (99, 0.5674411), (209, 0.5584066)]"
175,175,"[(175, 1.0), (327, 0.8159646), (483, 0.77475584), (741, 0.71410465), (712, 0.7132828), (704, 0.7057636), (929, 0.69683754), (585, 0.69475627), (312, 0.69336873), (170, 0.68632853)]"
176,176,"[(176, 1.0), (134, 0.6615278), (552, 0.63754714), (820, 0.6076146), (955, 0.5676292), (894, 0.551376), (116, 0.54997164), (139, 0.5433059), (352, 0.54193926), (411, 0.5263388)]"
177,177,"[(177, 1.0), (663, 0.8747395), (666, 0.84598434), (791, 0.84423673), (308, 0.8440445), (961, 0.8405513), (55, 0.82964295), (665, 0.8279859), (602, 0.8197172), (436, 0.8164457)]"
178,178,"[(178, 1.0), (755, 0.7503052), (10, 0.7353525), (781, 0.73393303), (330, 0.7324511), (618, 0.73034734), (681, 0.7280442), (14, 0.7197867), (609, 0.7186831), (744, 0.71440816)]"
179,179,"[(179, 1.0000002), (315, 0.8094256), (573, 0.79594815), (445, 0.77954316), (182, 0.73012), (856, 0.7278284), (7, 0.72082883), (157, 0.71792674), (105, 0.704622), (304, 0.7024943)]"
180,180,"[(180, 1.0), (25, 0.8207748), (818, 0.8001619), (970, 0.78162074), (952, 0.7748813), (436, 0.76912594), (437, 0.7625979), (546, 0.76227313), (62, 0.7555758), (376, 0.7499104)]"
181,181,"[(181, 0.9999999), (983, 0.8651062), (308, 0.8403276), (768, 0.83544683), (55, 0.8323286), (431, 0.8255465), (474, 0.82010037), (853, 0.81916034), (718, 0.80933475), (6, 0.8090822)]"
182,182,"[(182, 1.0), (445, 0.76019317), (856, 0.74244225), (179, 0.73012), (7, 0.7196276), (315, 0.71148956), (298, 0.71122855), (93, 0.7078818), (890, 0.7036809), (145, 0.7036698)]"
183,183,"[(183, 0.9999999), (210, 0.7874352), (885, 0.7815732), (440, 0.778321), (379, 0.75704557), (520, 0.7539027), (608, 0.75358665), (111, 0.74600923), (386, 0.7283038), (255, 0.72622716)]"
184,184,"[(184, 1.0), (653, 0.7840377), (495, 0.7473557), (427, 0.7331379), (726, 0.72591865), (224, 0.725096), (959, 0.69130194), (778, 0.6909931), (625, 0.6859636), (468, 0.6848503)]"
185,185,"[(185, 1.0), (950, 0.74219835), (368, 0.7138598), (161, 0.69585973), (338, 0.68498254), (25, 0.6785716), (28, 0.6754594), (556, 0.67462885), (456, 0.66997313), (781, 0.66671365)]"
186,186,"[(186, 1.0000001), (55, 0.7543112), (299, 0.742386), (718, 0.7313167), (849, 0.7269865), (136, 0.7213174), (474, 0.71740794), (979, 0.7156303), (243, 0.71058613), (768, 0.70187503)]"
187,187,"[(187, 0.99999994), (607, 0.8565519), (961, 0.84787637), (437, 0.84120834), (663, 0.8183187), (444, 0.8169667), (556, 0.8100817), (123, 0.803065), (980, 0.8014859), (601, 0.799055)]"
188,188,"[(188, 0.99999976), (726, 0.7051475), (780, 0.6760229), (971, 0.63357294), (978, 0.6301793), (633, 0.62688684), (855, 0.6261114), (594, 0.6256371), (427, 0.62351334), (728, 0.6212021)]"
189,189,"[(189, 0.9999999), (30, 0.8277825), (369, 0.8273159), (961, 0.8116671), (918, 0.7960119), (437, 0.7939961), (123, 0.78960013), (696, 0.78385246), (601, 0.7833028), (239, 0.78192395)]"
190,190,"[(190, 0.99999994), (565, 0.8364613), (414, 0.7980953), (440, 0.7654661), (925, 0.7653055), (158, 0.7507564), (386, 0.7496252), (923, 0.74231803), (481, 0.7374791), (567, 0.7343573)]"
191,191,"[(191, 0.9999996), (193, 0.8304503), (12, 0.72711194), (424, 0.72344685), (893, 0.7219583), (861, 0.7206106), (774, 0.717254), (70, 0.71652734), (865, 0.7095877), (115, 0.6996497)]"
192,192,"[(192, 0.9999997), (93, 0.82620347), (772, 0.8014991), (856, 0.7775334), (999, 0.77725756), (991, 0.770433), (320, 0.75933564), (7, 0.75642234), (118, 0.75040805), (548, 0.7442486)]"
193,193,"[(193, 1.0000001), (191, 0.8304503), (861, 0.77856684), (12, 0.6693937), (424, 0.654135), (115, 0.6346811), (739, 0.6310985), (361, 0.62261224), (738, 0.61572033), (984, 0.6061573)]"
194,194,"[(194, 1.0000001), (55, 0.858777), (904, 0.84435713), (474, 0.840762), (814, 0.8273369), (999, 0.82084584), (308, 0.8145519), (164, 0.8140959), (768, 0.812716), (843, 0.81070054)]"
195,195,"[(195, 1.0), (923, 0.71989334), (429, 0.6964441), (285, 0.6809504), (137, 0.65919805), (550, 0.65468705), (754, 0.6529673), (433, 0.64342296), (483, 0.64326036), (430, 0.6427529)]"
196,196,"[(196, 0.9999998), (922, 0.782961), (222, 0.74617624), (239, 0.72545147), (79, 0.7205545), (453, 0.7195875), (42, 0.71375287), (603, 0.70941913), (611, 0.70502204), (989, 0.7031129)]"
197,197,"[(197, 1.0000001), (636, 0.8270308), (960, 0.8125868), (141, 0.78003675), (53, 0.77402574), (788, 0.7588159), (926, 0.7585301), (65, 0.74330604), (674, 0.7402348), (656, 0.7400947)]"
198,198,"[(198, 0.99999976), (437, 0.7254791), (560, 0.7212908), (442, 0.706553), (79, 0.7044735), (941, 0.703017), (989, 0.69812495), (961, 0.6974677), (69, 0.6958772), (187, 0.6944138)]"
199,199,"[(199, 0.99999994), (601, 0.7521176), (166, 0.7471652), (761, 0.74244434), (551, 0.73894066), (559, 0.72826767), (526, 0.72490704), (759, 0.7237326), (386, 0.72285837), (712, 0.72184867)]"
200,200,"[(200, 1.0000001), (883, 0.87898886), (392, 0.8327334), (594, 0.8151102), (759, 0.7717217), (788, 0.7687524), (897, 0.76557183), (293, 0.7651075), (948, 0.7622353), (689, 0.7606406)]"
201,201,"[(201, 0.9999999), (926, 0.8211955), (40, 0.8046992), (880, 0.8003737), (87, 0.7980741), (267, 0.78870964), (136, 0.7837634), (263, 0.7835764), (69, 0.78174007), (370, 0.7791426)]"
202,202,"[(202, 1.0000001), (417, 0.7796111), (786, 0.76328266), (211, 0.76191825), (262, 0.7554333), (479, 0.7501457), (749, 0.7485186), (44, 0.7408109), (737, 0.72143155), (493, 0.71874046)]"
203,203,"[(203, 1.0000001), (973, 0.69882643), (363, 0.6965492), (829, 0.67397213), (0, 0.67307293), (752, 0.6621914), (68, 0.65310264), (532, 0.6530246), (141, 0.65109205), (969, 0.6505581)]"
204,204,"[(204, 1.0), (248, 0.5658332), (127, 0.5654191), (942, 0.5463512), (539, 0.52838445), (244, 0.52172846), (154, 0.5122297), (383, 0.5117606), (801, 0.50576186), (707, 0.4962395)]"
205,205,"[(205, 1.0000001), (743, 0.72667205), (589, 0.7050588), (61, 0.6999982), (86, 0.6986323), (38, 0.6977027), (495, 0.6845602), (810, 0.68413794), (994, 0.6815225), (750, 0.67706615)]"
206,206,"[(206, 1.0), (73, 0.7521535), (619, 0.7301121), (978, 0.71930444), (50, 0.7142116), (973, 0.7122174), (351, 0.710685), (726, 0.7075233), (391, 0.7074684), (710, 0.6978394)]"
207,207,"[(207, 1.0), (329, 0.7993773), (867, 0.7973519), (623, 0.79106563), (688, 0.7891123), (872, 0.7875869), (389, 0.78252363), (75, 0.7822782), (988, 0.78074515), (106, 0.77724373)]"
208,208,"[(208, 1.0000001), (895, 0.7273553), (647, 0.7211778), (462, 0.7083896), (866, 0.7083639), (710, 0.7034157), (324, 0.69747317), (630, 0.6966515), (684, 0.6966007), (558, 0.6964564)]"
209,209,"[(209, 1.0), (117, 0.7144222), (710, 0.708601), (264, 0.70355785), (18, 0.702037), (995, 0.70090586), (589, 0.7004621), (916, 0.6912858), (3, 0.67689115), (974, 0.67378074)]"
210,210,"[(210, 1.0), (386, 0.8245563), (455, 0.8225051), (526, 0.82099396), (656, 0.8187697), (572, 0.81235635), (906, 0.8050029), (759, 0.8043661), (547, 0.8024954), (255, 0.8011551)]"
211,211,"[(211, 1.0000002), (132, 0.79442096), (380, 0.7709191), (202, 0.76191825), (607, 0.7571986), (918, 0.7566688), (786, 0.7552155), (759, 0.75083935), (897, 0.7482878), (689, 0.7360971)]"
212,212,"[(212, 0.9999999), (692, 0.68124396), (784, 0.64798284), (872, 0.6243128), (908, 0.6126621), (44, 0.61141014), (288, 0.60998756), (80, 0.6072124), (997, 0.6032309), (523, 0.60128105)]"
213,213,"[(213, 1.0), (572, 0.7362001), (672, 0.7317784), (89, 0.7226894), (897, 0.71806335), (447, 0.71791637), (787, 0.71135396), (759, 0.71071315), (588, 0.7052184), (220, 0.7012586)]"
214,214,"[(214, 0.9999999), (758, 0.6067465), (240, 0.57774585), (624, 0.5698927), (407, 0.558983), (151, 0.55398905), (908, 0.5520756), (887, 0.55161166), (398, 0.54858875), (761, 0.54572535)]"
215,215,"[(215, 0.99999976), (604, 0.7329899), (941, 0.72456825), (300, 0.7046231), (62, 0.704008), (691, 0.70246696), (622, 0.68665755), (376, 0.68155813), (108, 0.6740832), (844, 0.6710211)]"
216,216,"[(216, 1.0), (217, 0.67372465), (879, 0.66153634), (130, 0.6420469), (142, 0.64119047), (530, 0.63491356), (373, 0.6318027), (243, 0.62750614), (894, 0.6256399), (225, 0.6256376)]"
217,217,"[(217, 0.99999994), (72, 0.74711835), (298, 0.7330878), (807, 0.7188948), (749, 0.7104387), (168, 0.70966005), (493, 0.70077425), (417, 0.7002023), (225, 0.6997068), (621, 0.6992862)]"
218,218,"[(218, 0.9999999), (811, 0.7737589), (210, 0.73834074), (853, 0.735938), (648, 0.7354075), (510, 0.733998), (768, 0.7230867), (255, 0.7178564), (762, 0.71678245), (922, 0.71471137)]"
219,219,"[(219, 0.99999994), (409, 0.7684547), (976, 0.7638921), (640, 0.74665976), (513, 0.72675085), (881, 0.7266958), (242, 0.71496433), (756, 0.70195854), (651, 0.6949084), (458, 0.68978167)]"
220,220,"[(220, 0.9999999), (897, 0.7858756), (936, 0.7852829), (759, 0.78239775), (620, 0.77791166), (132, 0.76375985), (137, 0.7625135), (521, 0.76159495), (442, 0.7579115), (447, 0.753227)]"
221,221,"[(221, 1.0), (240, 0.7605399), (528, 0.7272213), (137, 0.72070336), (706, 0.7137209), (258, 0.70457876), (929, 0.7020572), (90, 0.6995214), (761, 0.6907486), (598, 0.6776632)]"
222,222,"[(222, 1.0000001), (922, 0.7997415), (989, 0.79064554), (210, 0.77854526), (103, 0.7765714), (448, 0.77407885), (880, 0.77034026), (863, 0.76802826), (55, 0.7664958), (255, 0.76622045)]"
223,223,"[(223, 1.0), (369, 0.84043145), (152, 0.81598604), (270, 0.7904053), (386, 0.784404), (132, 0.78175807), (696, 0.78065664), (607, 0.7686245), (504, 0.7678338), (444, 0.76721156)]"
224,224,"[(224, 1.0), (495, 0.78686225), (726, 0.7801235), (143, 0.7721648), (926, 0.7612034), (340, 0.76005864), (128, 0.7322687), (439, 0.72672415), (184, 0.725096), (555, 0.7191027)]"
225,225,"[(225, 1.0), (926, 0.7850867), (168, 0.7762872), (128, 0.76625955), (621, 0.76458454), (50, 0.76268274), (689, 0.7607365), (912, 0.7582177), (417, 0.7574284), (40, 0.75603294)]"
226,226,"[(226, 0.9999999), (755, 0.8658016), (473, 0.78639865), (168, 0.7820847), (522, 0.77795327), (737, 0.7767408), (746, 0.77583194), (762, 0.7751635), (357, 0.77123785), (16, 0.7619993)]"
227,227,"[(227, 0.9999999), (726, 0.774444), (391, 0.7610222), (926, 0.7493994), (463, 0.73571646), (833, 0.73124564), (964, 0.71852064), (866, 0.71750706), (989, 0.71690965), (630, 0.7138084)]"
228,228,"[(228, 1.0000002), (469, 0.7492137), (937, 0.680668), (267, 0.67830306), (206, 0.66715556), (391, 0.65796304), (726, 0.6560552), (619, 0.6463897), (891, 0.6442215), (467, 0.6426738)]"
229,229,"[(229, 0.9999998), (533, 0.76540506), (724, 0.74453294), (995, 0.72549355), (261, 0.72485167), (467, 0.7207699), (806, 0.71963024), (392, 0.7185737), (240, 0.7141029), (528, 0.71095467)]"
230,230,"[(230, 0.99999976), (599, 0.8155495), (645, 0.7499814), (618, 0.7469392), (920, 0.73949754), (578, 0.7391399), (850, 0.73298407), (401, 0.7274461), (409, 0.72231674), (781, 0.7191671)]"
231,231,"[(231, 0.99999994), (471, 0.78453326), (739, 0.78132534), (404, 0.7429958), (269, 0.7386849), (296, 0.7359313), (709, 0.7340802), (896, 0.73106337), (328, 0.72451925), (370, 0.7235018)]"
232,232,"[(232, 1.0000001), (964, 0.7898549), (659, 0.7668213), (543, 0.75782084), (977, 0.74847203), (436, 0.73657024), (684, 0.73416173), (12, 0.73296916), (416, 0.73279834), (555, 0.729297)]"
233,233,"[(233, 1.0), (931, 0.81628025), (55, 0.80715454), (791, 0.77892), (287, 0.77575654), (181, 0.7743502), (768, 0.7687447), (362, 0.7659334), (663, 0.76459086), (308, 0.7644849)]"
234,234,"[(234, 1.0), (57, 0.7685412), (563, 0.69711864), (904, 0.68478847), (265, 0.6827266), (279, 0.6772099), (614, 0.6722262), (897, 0.6693561), (504, 0.66684294), (788, 0.6619035)]"
235,235,"[(235, 1.0), (790, 0.70947474), (766, 0.7094285), (179, 0.6871767), (684, 0.681949), (206, 0.66338956), (709, 0.65444744), (324, 0.6519424), (345, 0.6475946), (860, 0.64370096)]"
236,236,"[(236, 1.0000001), (144, 0.73819524), (136, 0.7373105), (40, 0.7337401), (80, 0.73065305), (225, 0.7276656), (578, 0.72703743), (87, 0.7267644), (614, 0.7150198), (887, 0.7138132)]"
